PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Mike James,PG,30,BRK,13,1,18.2,2.6,7.1,.370,0.8,2.4,.355,1.8,4.7,.377,.429,1.6,2.1,.778,0.2,2.2,2.5,4.2,0.5,0.1,1.5,0.8,7.7,2020-21
Alize Johnson,PF,24,BRK,18,0,10.5,2.2,3.8,.588,0.1,0.3,.167,2.2,3.4,.629,.596,0.7,0.7,1.000,1.5,3.5,5.0,0.8,0.3,0.3,0.5,0.9,5.2,2020-21
Tyler Johnson,SG,28,BRK,39,3,17.5,1.8,4.7,.393,1.2,3.4,.364,0.6,1.3,.471,.525,0.5,0.5,.857,0.2,1.8,2.0,1.2,0.4,0.0,0.4,1.1,5.4,2020-21
DeAndre Jordan,C,32,BRK,57,43,21.9,3.3,4.4,.763,0.0,0.0,.000,3.3,4.4,.766,.763,0.8,1.6,.500,2.1,5.4,7.5,1.6,0.3,1.1,1.5,2.0,7.5,2020-21
Timothé Luwawu-Cabarrot,SF,25,BRK,58,7,18.1,2.2,6.1,.365,1.3,4.1,.314,0.9,2.0,.470,.471,0.6,0.7,.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,2020-21
Reggie Perry,PF,20,BRK,26,0,8.1,1.2,3.0,.410,0.2,0.8,.190,1.1,2.2,.491,.436,0.4,0.5,.769,1.0,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3.0,2020-21
Andre Roberson,SG,29,BRK,5,0,12.6,0.4,2.8,.143,0.2,1.6,.125,0.2,1.2,.167,.179,0.2,0.4,.500,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2,2020-21
Landry Shamet,SG,23,BRK,61,12,23.0,3.0,7.5,.408,2.1,5.5,.387,0.9,2.0,.463,.549,1.1,1.3,.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3,2020-21
Iman Shumpert,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,2020-21
Noah Vonleh,PF,25,BRK,4,0,2.8,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,0,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0,2020-21
Jaylen Brown,SG,24,BOS,58,58,34.5,9.3,19.2,.484,2.8,7.1,.397,6.5,12.1,.536,.558,3.3,4.3,.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7,2020-21
Carsen Edwards,SG,22,BOS,31,1,8.9,1.5,3.6,.423,0.6,2.0,.286,0.9,1.5,.604,.505,0.4,0.4,.846,0.1,0.7,0.8,0.5,0.2,0.0,0.2,0.8,4.0,2020-21
Tacko Fall,C,25,BOS,19,0,7.2,1.1,1.5,.724,0.0,0.0,0,1.1,1.5,.724,.724,0.3,0.8,.333,0.8,1.9,2.7,0.2,0.1,1.1,0.3,1.2,2.5,2020-21
Romeo Langford,SG,21,BOS,18,4,15.7,1.2,3.3,.356,0.3,1.0,.278,0.9,2.3,.390,.398,0.5,0.7,.750,0.7,1.3,1.9,0.7,0.3,0.3,0.6,1.3,3.1,2020-21
Aaron Nesmith,SF,21,BOS,46,1,14.5,1.7,3.9,.438,0.9,2.3,.370,0.8,1.5,.543,.551,0.5,0.6,.786,0.6,2.2,2.8,0.5,0.3,0.2,0.5,1.9,4.7,2020-21
Semi Ojeleye,PF,26,BOS,56,15,17.0,1.6,3.9,.403,1.0,2.8,.367,0.6,1.1,.492,.534,0.4,0.6,.750,0.6,2.1,2.6,0.7,0.3,0.0,0.4,1.0,4.6,2020-21
Payton Pritchard,SG,23,BOS,66,4,19.2,2.8,6.3,.440,1.5,3.8,.411,1.2,2.6,.482,.562,0.6,0.7,.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,2020-21
Marcus Smart,PG,26,BOS,48,45,32.9,4.2,10.6,.398,1.9,5.9,.330,2.3,4.8,.482,.489,2.7,3.4,.790,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6,13.1,2020-21
Jayson Tatum,SF,22,BOS,64,64,35.8,9.5,20.6,.459,2.9,7.6,.386,6.5,13.0,.502,.530,4.6,5.3,.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,2020-21
Tristan Thompson,PF,29,BOS,54,43,23.8,3.1,6.0,.518,0.0,0.1,.000,3.1,6.0,.523,.518,1.3,2.2,.592,3.1,5.0,8.1,1.2,0.4,0.6,1.1,2.2,7.6,2020-21
Kemba Walker,PG,30,BOS,43,43,31.8,6.6,15.7,.420,3.0,8.2,.360,3.7,7.5,.486,.514,3.1,3.5,.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4,19.3,2020-21
Tremont Waters,PG,23,BOS,26,3,9.2,1.3,3.2,.405,0.6,1.5,.395,0.7,1.8,.413,.494,0.6,0.7,.941,0.2,0.6,0.8,2.4,0.6,0.0,1.0,0.7,3.8,2020-21
Grant Williams,PF,22,BOS,63,9,18.1,1.7,3.9,.437,0.8,2.0,.372,1.0,1.9,.508,.534,0.5,0.8,.588,0.8,2.1,2.8,1.0,0.5,0.4,0.9,2.6,4.7,2020-21
Robert Williams,C,23,BOS,52,13,18.9,3.6,5.0,.721,0.0,0.0,.000,3.6,4.9,.727,.721,0.9,1.4,.616,2.6,4.3,6.9,1.8,0.8,1.8,1.0,2.0,8.0,2020-21
Ryan Arcidiacono,PG,26,CHI,44,0,10.2,1.1,2.7,.419,0.6,1.5,.373,0.5,1.1,.480,.526,0.3,0.5,.650,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,2020-21
Devon Dotson,PG,21,CHI,11,0,4.5,1.0,1.9,.524,0.1,0.6,.143,0.9,1.3,.714,.548,0.0,0.0,0,0.2,0.3,0.5,0.6,0.4,0.0,0.0,0.3,2.1,2020-21
Cristiano Felício,C,28,CHI,18,0,4.7,0.4,0.7,.538,0.0,0.1,.000,0.4,0.6,.636,.538,0.5,0.9,.563,0.6,0.9,1.4,0.5,0.2,0.0,0.2,0.6,1.3,2020-21
Zach LaVine,SG,25,CHI,58,58,35.1,9.8,19.4,.507,3.4,8.2,.419,6.4,11.1,.571,.596,4.4,5.1,.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,2020-21
Lauri Markkanen,PF,23,CHI,51,26,25.8,4.9,10.2,.480,2.3,5.8,.402,2.6,4.4,.582,.594,1.5,1.8,.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6,2020-21
Adam Mokoka,SG,22,CHI,14,0,4.0,0.5,1.4,.368,0.1,0.7,.100,0.4,0.6,.667,.395,0.0,0.1,.000,0.1,0.3,0.4,0.4,0.1,0.1,0.4,0.4,1.1,2020-21
Tomáš Satoranský,SG,29,CHI,58,18,22.5,2.9,5.7,.514,0.7,2.0,.356,2.2,3.6,.602,.578,1.2,1.4,.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,2020-21
Garrett Temple,SG,34,CHI,56,25,27.3,2.8,6.8,.415,1.2,3.6,.335,1.6,3.2,.503,.503,0.7,0.9,.800,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,2020-21
Denzel Valentine,SG,27,CHI,62,3,16.7,2.5,6.7,.373,1.3,3.9,.331,1.2,2.8,.431,.469,0.3,0.3,.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.5,2020-21
Coby White,PG,20,CHI,69,54,31.2,5.4,13.1,.416,2.4,6.6,.359,3.1,6.5,.473,.506,1.9,2.1,.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,2.6,15.1,2020-21
Patrick Williams,PF,19,CHI,71,71,27.9,3.6,7.4,.483,0.8,1.9,.391,2.8,5.5,.515,.534,1.3,1.8,.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9.2,2020-21
Thaddeus Young,PF,32,CHI,68,23,24.3,5.4,9.7,.559,0.2,0.7,.267,5.3,9.1,.580,.568,1.0,1.7,.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2,12.1,2020-21
LaMelo Ball,PG,19,CHO,51,31,28.8,5.7,13.2,.436,1.8,5.1,.352,3.9,8.1,.489,.504,2.5,3.2,.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7,15.7,2020-21
Bismack Biyombo,C,28,CHO,66,36,20.4,2.2,3.7,.587,0.0,0.0,.000,2.2,3.7,.589,.587,0.7,1.6,.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1,5.0,2020-21
Miles Bridges,PF,22,CHO,66,19,29.3,4.7,9.4,.503,1.8,4.4,.400,3.0,5.0,.593,.596,1.5,1.7,.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2,12.7,2020-21
Vernon Carey,C,19,CHO,19,4,6.1,0.9,1.9,.500,0.1,0.4,.143,0.9,1.5,.586,.514,0.5,0.6,.818,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.7,2.4,2020-21
Nate Darling,SG,22,CHO,7,0,3.7,0.3,1.0,.286,0.3,1.0,.286,0.0,0.0,0,.429,0.4,0.4,1.000,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,1.3,2020-21
Devonte' Graham,PG,25,CHO,55,44,30.2,4.6,12.2,.377,3.3,8.7,.375,1.3,3.5,.380,.510,2.4,2.9,.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,1.4,14.8,2020-21
Gordon Hayward,SF,30,CHO,44,44,34.0,7.1,15.0,.473,1.9,4.7,.415,5.1,10.3,.499,.537,3.5,4.2,.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6,2020-21
Caleb Martin,SF,25,CHO,53,3,15.4,1.8,4.8,.375,0.6,2.4,.248,1.2,2.5,.496,.436,0.8,1.2,.641,0.6,2.1,2.7,1.3,0.7,0.2,0.6,1.2,5.0,2020-21
Cody Martin,SF,25,CHO,52,10,16.3,1.6,3.6,.441,0.3,1.1,.276,1.3,2.5,.515,.484,0.5,0.8,.581,1.0,2.1,3.1,1.7,0.7,0.2,0.8,1.0,4.0,2020-21
Jalen McDaniels,SF,23,CHO,47,18,19.2,2.8,6.0,.468,0.7,2.2,.333,2.1,3.8,.547,.530,1.0,1.4,.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,2.0,7.4,2020-21
Malik Monk,SG,22,CHO,42,0,20.9,4.1,9.5,.434,2.0,5.0,.401,2.1,4.5,.471,.540,1.4,1.7,.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,2020-21
Nick Richards,PF,23,CHO,18,0,3.5,0.2,0.5,.444,0.0,0.1,.000,0.2,0.4,.500,.444,0.4,0.6,.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8,2020-21
Grant Riller,PG,23,CHO,7,0,3.9,1.1,1.7,.667,0.3,0.6,.500,0.9,1.1,.750,.750,0.0,0.0,0,0.0,0.1,0.1,0.4,0.1,0.0,0.1,0.0,2.6,2020-21
Terry Rozier,SG,26,CHO,69,69,34.5,7.4,16.4,.450,3.2,8.3,.389,4.2,8.2,.512,.548,2.4,2.9,.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,2020-21
P.J. Washington,PF,22,CHO,64,61,30.5,4.7,10.7,.440,1.8,4.5,.386,3.0,6.2,.480,.522,1.7,2.3,.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,2.7,12.9,2020-21
Cody Zeller,C,28,CHO,48,21,20.9,3.8,6.8,.559,0.1,0.6,.143,3.7,6.2,.598,.565,1.8,2.5,.714,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5,9.4,2020-21
Marques Bolden,C,22,CLE,6,0,4.8,0.2,0.5,.333,0.0,0.0,0,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2,2020-21
Matthew Dellavedova,PG,30,CLE,13,1,17.2,1.1,4.3,.250,0.3,1.9,.160,0.8,2.4,.323,.286,0.3,0.3,1.000,0.5,1.4,1.8,4.5,0.3,0.1,0.5,1.6,2.8,2020-21
Damyean Dotson,SG,26,CLE,46,7,19.7,2.6,6.4,.406,1.0,3.5,.289,1.6,2.9,.545,.485,0.5,0.8,.667,0.1,1.9,2.0,2.0,0.3,0.1,0.9,0.9,6.7,2020-21
Dante Exum,SG,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,2020-21
Darius Garland,PG,21,CLE,54,50,33.1,6.7,14.9,.451,1.9,4.9,.395,4.8,9.9,.479,.517,2.1,2.4,.848,0.4,2.0,2.4,6.1,1.2,0.1,3.0,2.0,17.4,2020-21
Kevin Love,PF,32,CLE,25,25,24.9,4.1,10.1,.409,2.3,6.2,.365,1.8,3.8,.479,.522,1.7,2.0,.824,0.7,6.8,7.4,2.5,0.6,0.1,1.5,1.0,12.2,2020-21
Thon Maker,C,23,CLE,8,0,9.5,1.3,2.3,.556,0.0,0.3,.000,1.3,2.0,.625,.556,1.3,1.4,.909,1.0,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,2020-21
Jeremiah Martin,PG,24,CLE,9,0,8.3,1.0,3.7,.273,0.3,1.3,.250,0.7,2.3,.286,.318,0.1,0.6,.200,0.2,0.6,0.8,0.4,0.6,0.2,0.7,0.1,2.4,2020-21
Larry Nance,PF,28,CLE,35,27,31.2,3.7,7.8,.471,1.2,3.3,.360,2.5,4.5,.551,.546,0.9,1.4,.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,2020-21
Isaac Okoro,SG,20,CLE,67,67,32.4,3.5,8.3,.420,0.9,3.2,.290,2.6,5.1,.501,.476,1.7,2.3,.726,1.0,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,2020-21
Cedi Osman,SF,25,CLE,59,26,25.6,3.7,9.9,.374,1.7,5.5,.306,2.0,4.4,.458,.458,1.3,1.6,.800,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4,2020-21
Collin Sexton,SG,22,CLE,60,60,35.3,8.8,18.4,.475,1.6,4.4,.371,7.1,14.0,.508,.519,5.2,6.4,.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3,2020-21
Lamar Stevens,PF,23,CLE,40,0,12.5,1.6,3.4,.456,0.1,0.6,.160,1.5,2.8,.523,.471,0.9,1.3,.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1,2020-21
Anderson Varejão,C,38,CLE,5,0,7.2,0.8,3.2,.250,0.0,0.2,.000,0.8,3.0,.267,.250,1.0,1.8,.556,1.4,2.6,4.0,0.6,0.0,0.4,0.2,0.6,2.6,2020-21
Dean Wade,PF,24,CLE,63,19,19.2,2.1,4.9,.431,1.2,3.4,.366,0.9,1.6,.571,.556,0.5,0.6,.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2,6.0,2020-21
Dylan Windler,SF,24,CLE,31,0,16.5,1.8,4.2,.438,0.8,2.5,.338,1.0,1.7,.585,.538,0.7,0.9,.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2,5.2,2020-21
Tyler Bey,SF,22,DAL,18,0,3.9,0.4,1.2,.318,0.1,0.2,.250,0.3,1.0,.333,.341,0.2,0.3,.600,0.4,0.6,1.1,0.2,0.0,0.1,0.2,0.3,1.0,2020-21
Jalen Brunson,PG,24,DAL,68,12,25.0,4.8,9.2,.523,1.2,2.9,.405,3.6,6.3,.578,.588,1.8,2.2,.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6,2020-21
Trey Burke,PG,28,DAL,62,1,14.7,2.4,5.7,.428,0.9,2.6,.354,1.5,3.0,.492,.510,0.8,0.9,.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1.0,6.6,2020-21
Willie Cauley-Stein,C,27,DAL,53,16,17.1,2.2,3.4,.632,0.0,0.2,.091,2.2,3.2,.667,.635,0.9,1.5,.628,1.2,3.2,4.5,0.7,0.4,0.8,0.5,2.4,5.3,2020-21
Luka Dončić,PG,21,DAL,66,66,34.3,9.8,20.5,.479,2.9,8.3,.350,6.9,12.2,.567,.550,5.2,7.1,.730,0.8,7.2,8.0,8.6,1.0,0.5,4.3,2.3,27.7,2020-21
Dorian Finney-Smith,PF,27,DAL,60,60,32.0,3.7,7.8,.472,2.0,5.0,.394,1.7,2.7,.616,.600,0.5,0.7,.756,1.6,3.8,5.4,1.7,0.9,0.4,0.8,2.3,9.8,2020-21
Josh Green,SG,20,DAL,39,5,11.4,1.1,2.4,.452,0.1,0.6,.160,1.0,1.7,.559,.473,0.3,0.6,.565,0.7,1.3,2.0,0.7,0.4,0.1,0.4,0.9,2.6,2020-21
Tim Hardaway,SG,28,DAL,70,31,28.4,5.8,13.0,.447,3.0,7.6,.391,2.9,5.5,.524,.560,2.0,2.5,.816,0.3,3.0,3.3,1.8,0.4,0.2,0.9,1.6,16.6,2020-21
Nate Hinton,SG,21,DAL,21,0,4.4,0.7,2.0,.357,0.2,0.9,.211,0.5,1.1,.478,.405,0.3,0.5,.700,0.0,0.4,0.4,0.4,0.3,0.1,0.2,0.4,2.0,2020-21
Maxi Kleber,PF,29,DAL,50,40,26.8,2.3,5.5,.422,1.7,4.2,.410,0.6,1.3,.460,.580,0.7,0.7,.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,2.1,7.1,2020-21
Boban Marjanović,C,32,DAL,33,3,8.2,1.9,3.7,.508,0.0,0.2,.125,1.8,3.5,.535,.512,0.9,1.2,.816,1.4,2.5,3.9,0.3,0.1,0.2,0.4,0.9,4.7,2020-21
Kristaps Porziņģis,C,25,DAL,43,43,30.9,7.6,15.9,.476,2.3,6.0,.376,5.3,9.9,.536,.547,2.7,3.2,.855,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7,20.1,2020-21
Dwight Powell,C,29,DAL,58,19,16.7,2.1,3.3,.619,0.1,0.4,.238,2.0,3.0,.665,.631,1.7,2.1,.782,1.4,2.7,4.0,1.1,0.6,0.5,0.7,2.3,5.9,2020-21
Josh Richardson,SG,27,DAL,59,56,30.3,4.5,10.5,.427,1.5,4.5,.330,3.0,5.9,.501,.498,1.7,1.8,.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2,12.1,2020-21
Tyrell Terry,PG,20,DAL,11,0,5.1,0.5,1.5,.313,0.0,0.6,.000,0.5,0.8,.556,.313,0.1,0.3,.333,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2,1.0,2020-21
Will Barton,SF,30,DEN,56,52,31.0,4.6,10.9,.426,1.8,4.6,.381,2.9,6.3,.459,.507,1.7,2.2,.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7,2020-21
Bol Bol,PF,21,DEN,32,2,5.0,0.8,1.8,.431,0.3,0.8,.375,0.5,1.1,.471,.509,0.3,0.5,.667,0.0,0.8,0.8,0.2,0.1,0.3,0.4,0.4,2.2,2020-21
Facundo Campazzo,PG,29,DEN,65,19,21.9,1.8,4.8,.381,1.2,3.3,.352,0.7,1.5,.444,.502,1.2,1.4,.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2.0,6.1,2020-21
Vlatko Čančar,PF,23,DEN,41,1,6.9,0.8,1.8,.458,0.2,0.8,.273,0.6,1.0,.615,.521,0.2,0.3,.769,0.3,1.0,1.2,0.3,0.3,0.0,0.3,0.4,2.1,2020-21
PJ Dozier,SG,24,DEN,50,6,21.8,3.0,7.1,.417,0.9,3.0,.315,2.0,4.1,.490,.483,0.8,1.3,.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7,2020-21
JaMychal Green,PF,30,DEN,58,5,19.3,3.0,6.4,.463,1.4,3.4,.399,1.6,3.0,.534,.568,0.8,1.0,.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1,2020-21
Markus Howard,SG,21,DEN,37,1,5.5,1.1,2.9,.377,0.5,1.8,.277,0.6,1.1,.537,.462,0.2,0.2,.778,0.0,0.5,0.6,0.5,0.1,0.0,0.5,0.6,2.8,2020-21
Nikola Jokić,C,25,DEN,72,72,34.6,10.2,18.0,.566,1.3,3.3,.388,8.9,14.7,.606,.602,4.8,5.5,.868,2.8,8.0,10.8,8.3,1.3,0.7,3.1,2.7,26.4,2020-21
Paul Millsap,PF,35,DEN,56,36,20.8,3.4,7.2,.476,0.9,2.6,.343,2.5,4.6,.550,.537,1.3,1.8,.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2.0,9.0,2020-21
Monte Morris,PG,25,DEN,47,13,25.4,4.0,8.2,.481,1.1,2.9,.381,2.9,5.4,.534,.547,1.2,1.6,.795,0.2,1.8,2.0,3.2,0.7,0.3,0.7,1.0,10.2,2020-21
Jamal Murray,PG,23,DEN,48,48,35.5,7.9,16.5,.477,2.7,6.6,.408,5.2,9.9,.523,.559,2.8,3.2,.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0,21.2,2020-21
Zeke Nnaji,PF,20,DEN,42,1,9.5,1.2,2.5,.481,0.6,1.4,.407,0.6,1.1,.578,.596,0.3,0.4,.800,0.3,1.2,1.5,0.2,0.2,0.1,0.2,0.7,3.2,2020-21
Michael Porter,SF,22,DEN,61,54,31.3,7.3,13.4,.542,2.8,6.3,.445,4.5,7.1,.628,.646,1.7,2.2,.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19.0,2020-21
Greg Whittington,PF,27,DEN,4,0,3.0,0.0,0.8,.000,0.0,0.5,.000,0.0,0.3,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-21
