PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SEASON
Mason Plumlee,C,24,BRK,82,45,21.3,3.4,6.0,.573,0.0,0.0,.000,3.4,5.9,.576,.573,1.9,3.9,.495,2.1,4.1,6.2,0.9,0.8,0.8,1.3,2.5,8.7,2014-15
Mirza Teletović,PF,29,BRK,40,4,22.3,3.1,8.0,.382,1.6,4.8,.321,1.5,3.2,.476,.480,0.8,1.2,.717,0.7,4.2,4.9,1.2,0.4,0.4,1.3,1.9,8.5,2014-15
Deron Williams,PG,30,BRK,68,55,31.1,4.4,11.3,.387,1.3,3.5,.367,3.1,7.9,.395,.443,3.0,3.5,.834,0.4,3.1,3.5,6.6,0.9,0.3,2.3,2.3,13.0,2014-15
Brandon Bass,PF,29,BOS,82,43,23.5,4.2,8.3,.504,0.1,0.4,.281,4.1,7.9,.515,.510,2.1,2.6,.790,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6,2014-15
Avery Bradley,SG,24,BOS,77,77,31.5,5.6,13.1,.429,1.6,4.6,.352,4.0,8.6,.470,.490,1.0,1.3,.790,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9,2014-15
Kelly Olynyk,C,23,BOS,64,13,22.2,3.9,8.3,.475,1.0,2.7,.349,3.0,5.5,.538,.533,1.5,2.1,.684,1.4,3.3,4.7,1.7,1.0,0.6,1.5,3.3,10.3,2014-15
Phil Pressey,PG,23,BOS,50,0,12.0,1.3,3.5,.368,0.3,1.3,.246,1.0,2.2,.440,.414,0.7,1.0,.673,0.3,1.3,1.6,2.3,0.6,0.1,0.8,1.1,3.5,2014-15
Marcus Smart,PG,20,BOS,67,38,27.0,2.6,7.1,.367,1.4,4.1,.335,1.3,3.1,.410,.462,1.2,1.9,.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8,2014-15
Jared Sullinger,PF,22,BOS,58,49,27.0,5.4,12.2,.439,0.9,3.2,.283,4.5,9.0,.494,.476,1.7,2.2,.744,2.5,5.1,7.6,2.3,0.8,0.7,1.3,2.6,13.3,2014-15
Evan Turner,SG,26,BOS,82,57,27.6,3.9,9.1,.429,0.4,1.5,.277,3.5,7.6,.458,.451,1.3,1.7,.752,0.5,4.6,5.1,5.5,1.0,0.2,2.4,2.2,9.5,2014-15
Gerald Wallace,SF,32,BOS,32,0,8.9,0.4,1.1,.412,0.0,0.1,.333,0.4,1.0,.419,.426,0.2,0.5,.400,0.5,1.3,1.8,0.3,0.5,0.1,0.6,0.6,1.1,2014-15
James Young,SG,19,BOS,31,0,10.7,1.2,3.3,.353,0.5,2.1,.258,0.6,1.2,.528,.436,0.5,0.9,.552,0.3,1.1,1.4,0.4,0.3,0.1,0.2,0.7,3.4,2014-15
Tyler Zeller,C,25,BOS,82,59,21.1,4.1,7.5,.549,0.0,0.0,0,4.1,7.5,.549,.549,1.9,2.3,.823,1.8,3.9,5.7,1.4,0.2,0.6,0.9,2.5,10.2,2014-15
Cameron Bairstow,PF,24,CHI,18,1,3.6,0.2,0.8,.214,0.0,0.0,0,0.2,0.8,.214,.214,0.2,0.3,.800,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6,2014-15
Aaron Brooks,PG,30,CHI,82,21,23.0,4.2,10.0,.421,1.5,3.8,.387,2.7,6.1,.442,.495,1.8,2.1,.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6,2014-15
Jimmy Butler,SG,25,CHI,65,65,38.7,6.5,14.0,.462,1.1,3.0,.378,5.4,11.1,.484,.502,5.9,7.1,.834,1.8,4.1,5.8,3.3,1.8,0.6,1.4,1.7,20.0,2014-15
Mike Dunleavy,SF,34,CHI,63,63,29.2,3.3,7.6,.435,1.7,4.2,.407,1.6,3.5,.468,.546,1.1,1.4,.805,0.4,3.5,3.9,1.8,0.6,0.3,1.0,2.0,9.4,2014-15
Pau Gasol,PF,34,CHI,78,78,34.4,7.3,14.8,.494,0.2,0.3,.462,7.2,14.4,.495,.500,3.8,4.7,.803,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,2014-15
Taj Gibson,PF,29,CHI,62,17,27.3,4.1,8.2,.502,0.0,0.0,0,4.1,8.2,.502,.502,2.1,3.0,.717,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,2014-15
Kirk Hinrich,SG,34,CHI,66,22,24.4,2.2,5.8,.373,0.9,2.5,.345,1.3,3.2,.394,.449,0.5,0.8,.700,0.3,1.5,1.8,2.2,0.7,0.2,1.1,2.2,5.7,2014-15
Doug McDermott,SF,23,CHI,36,0,8.9,1.2,3.0,.402,0.4,1.1,.317,0.8,1.8,.455,.463,0.3,0.4,.667,0.2,1.0,1.2,0.2,0.1,0.0,0.5,0.8,3.0,2014-15
Nikola Mirotić,PF,23,CHI,82,3,20.2,3.1,7.6,.405,1.2,3.8,.316,1.9,3.8,.495,.485,2.8,3.5,.803,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1,10.2,2014-15
Nazr Mohammed,C,37,CHI,23,0,5.6,0.6,1.3,.433,0.0,0.0,0,0.6,1.3,.433,.433,0.0,0.1,.333,0.5,1.2,1.7,0.1,0.2,0.2,0.3,0.7,1.2,2014-15
E'Twaun Moore,SG,25,CHI,56,0,9.0,1.1,2.5,.446,0.2,0.7,.342,0.9,1.8,.485,.493,0.2,0.4,.600,0.2,0.6,0.8,0.6,0.4,0.1,0.3,0.8,2.7,2014-15
Joakim Noah,C,29,CHI,67,67,30.6,2.8,6.4,.445,0.0,0.0,.000,2.8,6.3,.447,.445,1.6,2.6,.603,3.3,6.4,9.6,4.7,0.7,1.1,1.8,3.0,7.2,2014-15
Derrick Rose,PG,26,CHI,51,51,30.0,6.6,16.4,.405,1.5,5.3,.280,5.1,11.1,.465,.450,3.0,3.7,.813,0.7,2.5,3.2,4.9,0.7,0.3,3.2,1.2,17.7,2014-15
Tony Snell,SF,23,CHI,72,22,19.6,2.2,5.2,.429,1.0,2.7,.371,1.2,2.4,.494,.527,0.6,0.8,.800,0.4,2.0,2.4,0.9,0.4,0.2,0.7,1.2,6.0,2014-15
Bismack Biyombo,C,22,CHO,64,21,19.4,1.6,2.9,.543,0.0,0.0,0,1.6,2.9,.543,.543,1.6,2.7,.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8,2014-15
P.J. Hairston,SG,22,CHO,45,2,15.3,1.9,6.0,.323,1.1,3.6,.301,0.8,2.4,.358,.414,0.7,0.8,.861,0.5,1.6,2.0,0.5,0.5,0.3,0.5,1.4,5.6,2014-15
Gerald Henderson,SG,27,CHO,80,72,28.9,4.6,10.6,.437,0.6,1.7,.331,4.1,8.9,.457,.463,2.3,2.7,.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7,12.1,2014-15
Al Jefferson,C,30,CHO,65,61,30.6,7.5,15.5,.481,0.0,0.1,.400,7.4,15.5,.482,.482,1.7,2.5,.655,1.5,6.9,8.4,1.7,0.7,1.3,1.0,2.1,16.6,2014-15
Michael Kidd-Gilchrist,SF,21,CHO,55,52,28.9,4.1,8.8,.465,0.0,0.0,0,4.1,8.8,.465,.465,2.7,3.9,.701,2.0,5.6,7.6,1.4,0.5,0.7,1.1,2.1,10.9,2014-15
Jason Maxiell,PF,31,CHO,61,0,14.4,1.3,3.1,.422,0.0,0.0,0,1.3,3.1,.422,.422,0.7,1.2,.577,1.4,1.9,3.3,0.3,0.3,0.7,0.5,1.6,3.3,2014-15
Jannero Pargo,PG,35,CHO,9,0,8.1,1.7,3.9,.429,1.0,2.4,.409,0.7,1.4,.462,.557,0.2,0.2,1.000,0.0,0.3,0.3,0.9,0.0,0.0,0.3,0.9,4.6,2014-15
Brian Roberts,PG,29,CHO,72,10,18.5,2.4,6.3,.389,0.9,2.7,.321,1.6,3.6,.440,.458,0.9,1.0,.892,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1.0,6.7,2014-15
Lance Stephenson,SG,24,CHO,61,25,25.8,3.4,9.0,.376,0.3,1.7,.171,3.1,7.3,.425,.393,1.1,1.8,.627,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2,2014-15
Jeff Taylor,SF,25,CHO,29,13,14.8,1.6,3.9,.395,0.4,1.2,.306,1.2,2.7,.436,.443,0.9,1.4,.634,0.5,1.3,1.8,0.8,0.4,0.0,0.7,1.2,4.4,2014-15
Noah Vonleh,PF,19,CHO,25,0,10.4,1.2,3.0,.395,0.2,0.5,.385,1.0,2.5,.397,.428,0.7,1.0,.692,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0.8,3.3,2014-15
Kemba Walker,PG,24,CHO,62,58,34.2,6.1,15.8,.385,1.4,4.5,.304,4.7,11.3,.418,.429,3.8,4.6,.827,0.6,3.0,3.5,5.1,1.4,0.5,1.6,1.5,17.3,2014-15
Marvin Williams,PF,28,CHO,78,37,26.1,2.7,6.3,.424,1.2,3.4,.358,1.5,2.9,.500,.520,0.8,1.1,.713,0.7,4.2,4.9,1.3,0.9,0.5,0.8,1.9,7.4,2014-15
Cody Zeller,C,22,CHO,62,45,24.0,2.8,6.0,.461,0.0,0.0,1.000,2.8,6.0,.460,.462,2.0,2.6,.774,1.6,4.3,5.8,1.6,0.5,0.8,1.0,2.5,7.6,2014-15
Will Cherry,PG,23,CLE,8,0,8.6,0.6,2.4,.263,0.3,1.1,.222,0.4,1.3,.300,.316,0.4,0.8,.500,0.1,0.5,0.6,1.0,0.8,0.1,0.5,1.3,1.9,2014-15
Matthew Dellavedova,SG,24,CLE,67,13,20.6,1.7,4.6,.362,1.0,2.5,.407,0.6,2.1,.307,.472,0.4,0.6,.763,0.6,1.3,1.9,3.0,0.4,0.0,0.9,2.3,4.8,2014-15
Joe Harris,SG,23,CLE,51,1,9.7,0.9,2.4,.400,0.6,1.6,.369,0.3,0.7,.472,.529,0.2,0.3,.600,0.1,0.7,0.8,0.5,0.1,0.0,0.5,1.2,2.7,2014-15
Brendan Haywood,C,35,CLE,22,1,5.4,0.6,1.4,.467,0.0,0.0,0,0.6,1.4,.467,.467,0.3,0.6,.538,0.3,1.0,1.3,0.1,0.1,0.5,0.5,0.8,1.6,2014-15
Kyrie Irving,PG,22,CLE,75,75,36.4,7.7,16.5,.468,2.1,5.0,.415,5.6,11.4,.491,.532,4.2,4.9,.863,0.7,2.4,3.2,5.2,1.5,0.3,2.5,1.9,21.7,2014-15
LeBron James,SF,30,CLE,69,69,36.1,9.0,18.5,.488,1.7,4.9,.354,7.3,13.6,.536,.535,5.4,7.7,.710,0.7,5.3,6.0,7.4,1.6,0.7,3.9,2.0,25.3,2014-15
James Jones,SF,34,CLE,57,2,11.7,1.3,3.5,.368,1.1,3.1,.360,0.2,0.5,.423,.525,0.7,0.8,.848,0.2,0.9,1.1,0.4,0.2,0.1,0.2,1.2,4.4,2014-15
Alex Kirk,C,23,CLE,5,0,2.8,0.2,0.8,.250,0.0,0.0,0,0.2,0.8,.250,.250,0.4,0.4,1.000,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8,2014-15
Kevin Love,PF,26,CLE,75,75,33.8,5.5,12.7,.434,1.9,5.2,.367,3.6,7.5,.480,.509,3.4,4.3,.804,1.9,7.9,9.7,2.2,0.7,0.5,1.6,1.9,16.4,2014-15
Shawn Marion,SF,36,CLE,57,24,19.3,2.1,4.7,.446,0.2,0.8,.261,1.9,3.9,.484,.468,0.5,0.6,.765,1.1,2.4,3.5,0.9,0.5,0.5,0.6,1.0,4.8,2014-15
Mike Miller,SF,34,CLE,52,15,13.5,0.7,2.2,.325,0.6,1.9,.327,0.1,0.3,.313,.465,0.1,0.1,.750,0.1,1.7,1.8,0.9,0.3,0.1,0.4,1.4,2.1,2014-15
Tristan Thompson,PF,23,CLE,82,15,26.8,3.3,6.0,.547,0.0,0.0,0,3.3,6.0,.547,.547,1.9,3.0,.641,3.3,4.7,8.0,0.5,0.4,0.7,1.0,2.3,8.5,2014-15
Anderson Varejão,C,32,CLE,26,26,24.5,4.3,7.7,.555,0.0,0.1,.000,4.3,7.6,.561,.555,1.3,1.7,.733,2.2,4.3,6.5,1.3,0.7,0.6,1.3,2.2,9.8,2014-15
Al-Farouq Aminu,SF,24,DAL,74,3,18.5,2.0,4.8,.412,0.5,1.7,.274,1.5,3.1,.485,.459,1.1,1.6,.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6,2014-15
J.J. Barea,PG,30,DAL,77,10,17.7,2.9,7.0,.420,0.7,2.2,.323,2.2,4.8,.463,.470,1.0,1.2,.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5,2014-15
Tyson Chandler,C,32,DAL,75,75,30.5,3.9,5.9,.666,0.0,0.0,0,3.9,5.9,.666,.666,2.5,3.4,.720,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,2014-15
Monta Ellis,SG,29,DAL,80,80,33.7,7.5,16.9,.445,1.0,3.6,.285,6.5,13.4,.487,.475,2.9,3.8,.752,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9,2014-15
Raymond Felton,PG,30,DAL,29,3,9.7,1.5,3.7,.406,0.3,1.2,.294,1.1,2.5,.458,.453,0.4,0.5,.800,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,2014-15
Devin Harris,PG,31,DAL,76,3,22.2,2.9,6.9,.418,1.3,3.5,.357,1.6,3.4,.481,.509,1.7,2.1,.815,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,2014-15
Bernard James,C,29,DAL,16,2,9.9,0.8,1.7,.444,0.0,0.0,0,0.8,1.7,.444,.444,1.3,1.4,.870,1.1,1.3,2.4,0.3,0.1,0.9,0.4,1.1,2.8,2014-15
Richard Jefferson,SF,34,DAL,74,18,16.8,1.9,4.4,.444,0.9,2.1,.426,1.1,2.3,.462,.546,1.1,1.5,.684,0.3,2.1,2.5,0.8,0.4,0.1,0.7,1.6,5.8,2014-15
Dirk Nowitzki,PF,36,DAL,77,77,29.6,6.3,13.8,.459,1.4,3.6,.380,5.0,10.2,.486,.508,3.3,3.8,.882,0.6,5.4,5.9,1.9,0.5,0.4,1.1,2.1,17.3,2014-15
Chandler Parsons,SF,26,DAL,66,66,33.1,5.8,12.6,.462,2.0,5.3,.380,3.8,7.3,.521,.542,2.1,2.9,.720,1.0,3.9,4.9,2.4,1.0,0.3,1.5,2.1,15.7,2014-15
Greg Smith,PF,24,DAL,42,2,8.6,0.7,1.2,.612,0.0,0.0,0,0.7,1.2,.612,.612,0.5,0.9,.513,0.6,1.3,1.9,0.2,0.2,0.3,0.3,1.3,1.9,2014-15
Charlie Villanueva,PF,30,DAL,64,1,10.6,2.3,5.7,.414,1.3,3.5,.376,1.0,2.2,.475,.529,0.3,0.5,.571,0.5,1.9,2.3,0.3,0.2,0.3,0.4,1.0,6.3,2014-15
Darrell Arthur,PF,26,DEN,58,4,17.0,2.7,6.6,.404,0.4,1.9,.236,2.2,4.7,.471,.438,0.8,1.0,.780,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6,2014-15
Wilson Chandler,SF,27,DEN,78,75,31.7,5.4,12.5,.429,1.8,5.2,.342,3.6,7.3,.490,.500,1.4,1.8,.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3.0,13.9,2014-15
Kenneth Faried,PF,25,DEN,75,71,27.8,5.0,9.8,.507,0.0,0.1,.125,5.0,9.7,.511,.507,2.7,3.8,.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,2014-15
Randy Foye,SG,31,DEN,50,21,21.7,3.0,8.0,.368,1.9,5.3,.357,1.1,2.8,.388,.485,0.9,1.1,.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,2014-15
Jamaal Franklin,SG,23,DEN,3,0,4.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,0,.750,0.0,0.0,0,0.3,0.3,0.7,1.0,0.0,0.3,1.0,1.3,1.0,2014-15
Danilo Gallinari,SF,26,DEN,59,27,24.2,3.9,9.6,.401,1.8,5.1,.355,2.1,4.5,.453,.496,2.9,3.2,.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,2014-15
Erick Green,PG,23,DEN,43,1,9.5,1.4,3.8,.377,0.3,1.1,.298,1.1,2.7,.409,.420,0.2,0.3,.833,0.2,0.6,0.7,0.9,0.3,0.0,0.3,0.6,3.4,2014-15
Gary Harris,SG,20,DEN,55,6,13.1,1.2,3.9,.304,0.4,1.9,.204,0.8,2.1,.395,.353,0.6,0.9,.745,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,2014-15
J.J. Hickson,C,26,DEN,73,8,19.3,3.0,6.3,.475,0.0,0.0,.000,3.0,6.3,.477,.475,1.6,2.8,.577,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,7.6,2014-15
Joffrey Lauvergne,C,23,DEN,24,1,11.2,1.5,3.7,.404,0.1,0.7,.188,1.4,3.0,.452,.421,0.8,1.2,.643,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9,2014-15
Ty Lawson,PG,27,DEN,75,75,35.5,5.4,12.3,.436,0.9,2.7,.341,4.5,9.6,.463,.474,3.5,4.8,.730,0.6,2.6,3.1,9.6,1.2,0.1,2.5,1.7,15.2,2014-15
Jusuf Nurkić,C,20,DEN,62,27,17.8,2.8,6.2,.446,0.0,0.0,.000,2.8,6.1,.449,.446,1.4,2.1,.636,2.0,4.1,6.2,0.8,0.8,1.1,1.4,3.3,6.9,2014-15
Joel Anthony,C,32,DET,49,0,8.3,0.7,1.3,.581,0.0,0.0,0,0.7,1.3,.581,.581,0.3,0.4,.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8,2014-15
Caron Butler,SF,34,DET,78,21,20.8,2.1,5.1,.407,1.1,2.8,.379,1.0,2.3,.441,.511,0.7,0.8,.902,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,5.9,2014-15
Kentavious Caldwell-Pope,SG,21,DET,82,82,31.5,4.8,11.9,.401,1.9,5.4,.345,2.9,6.4,.449,.480,1.3,1.9,.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7,2014-15
Spencer Dinwiddie,PG,21,DET,34,1,13.4,1.5,5.0,.302,0.4,1.9,.185,1.1,3.1,.375,.337,0.9,1.0,.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,2014-15
Andre Drummond,C,21,DET,82,82,30.5,6.0,11.7,.514,0.0,0.0,.000,6.0,11.7,.515,.514,1.7,4.5,.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,2014-15
Brandon Jennings,PG,25,DET,41,41,28.6,5.3,13.2,.401,1.9,5.1,.360,3.5,8.1,.428,.471,2.9,3.5,.839,0.5,2.0,2.5,6.6,1.1,0.1,2.2,1.6,15.4,2014-15
John Lucas III,PG,32,DET,21,0,13.0,2.0,5.0,.404,0.4,1.4,.310,1.6,3.6,.440,.447,0.2,0.2,1.000,0.2,0.6,0.8,2.9,0.4,0.0,0.8,0.9,4.7,2014-15
Cartier Martin,SF,30,DET,23,0,8.6,0.7,2.3,.283,0.3,1.4,.182,0.4,0.9,.450,.340,0.0,0.0,0,0.0,0.9,0.9,0.5,0.1,0.0,0.2,0.9,1.6,2014-15
Jodie Meeks,SG,27,DET,60,0,24.4,3.7,8.9,.416,1.2,3.5,.349,2.5,5.4,.460,.485,2.4,2.7,.906,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3,11.1,2014-15
Greg Monroe,PF,24,DET,69,57,31.0,6.1,12.4,.496,0.0,0.0,0,6.1,12.4,.496,.496,3.7,4.9,.750,3.3,6.9,10.2,2.1,1.1,0.5,2.2,2.1,15.9,2014-15
Leandro Barbosa,SG,32,GSW,66,1,14.9,2.8,5.8,.474,0.7,1.7,.384,2.1,4.2,.511,.530,0.9,1.1,.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1,2014-15
Harrison Barnes,SF,22,GSW,82,82,28.3,3.9,8.0,.482,1.1,2.6,.405,2.8,5.4,.519,.548,1.3,1.8,.720,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1,2014-15
Andrew Bogut,C,30,GSW,67,65,23.6,3.0,5.3,.563,0.0,0.0,0,3.0,5.3,.563,.563,0.3,0.6,.524,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,6.3,2014-15
Stephen Curry,PG,26,GSW,80,80,32.7,8.2,16.8,.487,3.6,8.1,.443,4.6,8.7,.528,.594,3.9,4.2,.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8,2014-15
Festus Ezeli,C,25,GSW,46,7,11.0,1.7,3.0,.547,0.0,0.0,0,1.7,3.0,.547,.547,1.1,1.7,.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,2014-15
Draymond Green,PF,24,GSW,79,79,31.5,4.3,9.7,.443,1.4,4.2,.337,2.9,5.5,.523,.516,1.7,2.5,.660,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7,2014-15
Justin Holiday,SG,25,GSW,59,4,11.1,1.5,4.0,.387,0.6,1.8,.321,0.9,2.1,.444,.462,0.6,0.8,.822,0.2,1.0,1.2,0.8,0.7,0.2,0.5,0.9,4.3,2014-15
