PLAYER,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VALUE
Mike Conley,33,46.403538258836726,51,29.4,5.6,12.5,0.4121382932075317,2.0682162754804216,6.6,0.412,2.9,6.0,0.479,0.552,2.4,2.8,0.8273511218756984,0.7,2.8,3.0511534160726903,5.009808468334974,1.01877687968055,0.2,1.845301384811049,1.9,17.336433806817325,6.795164620524135
Derrick Favors,29,65.79773926238718,0,15.3,2.3,3.6,0.5934027057360707,0.1164524664599176,0.0,0.0,2.3,3.5,0.643,0.638,0.9,1.2,0.6224250383000143,2.0,3.5,8.354334211501493,1.391213162569913,0.6582262332299587,1.0,1.1,2.1,10.750925007887586,0.011802930140419221
Rudy Gobert,28,69.53988644745766,71,30.8,5.5,8.2,0.6676901991446283,0.0,0.1,0.0,5.5,8.1,0.68,0.675,3.3,5.3,0.6445878979190816,3.4,10.1,12.620044499845791,1.6464225932113066,0.8,2.7,1.7976755867793672,2.3,14.98697557408572,4.420591709717458
Joe Ingles,33,77.82262332299588,30,27.9,4.1,8.4,0.4513292251399508,2.222914890669372,6.1,0.451,1.4,2.3,0.59,0.652,1.1,1.3,0.7616429374470111,0.4,3.2,4.006462424209455,5.274068306742062,1.0505606042001283,0.2,2.1123144554710955,1.8,10.994494791350563,5.838607901512399
Donovan Mitchell,24,74.14046056819167,53,33.4,9.0,20.6,0.4403074451253944,2.441773766770041,8.7,0.386,5.7,11.9,0.476,0.52,5.0,6.0,0.8295698661040259,0.9,3.5,4.128848918351132,4.121183289321301,1.2570230284095831,0.3,2.734108137740211,2.2,23.087650382378403,9.636527626738394
Georges Niang,27,49.86511592902892,10,16.0,2.5,5.6,0.4327726203014645,0.8235896989620528,4.1,0.425,0.7,1.6,0.469,0.59,0.3,0.3,0.7526867420191394,0.4,2.1,1.5465045896314251,0.5694194803007973,0.2417737667700411,0.1,0.4176556712802932,1.6,4.070158703938345,0.5403422761642851
Royce O'Neale,27,74.26953324162824,71,31.6,2.5,5.5,0.4449136083019138,0.96063264287071,3.9,0.385,1.0,1.6,0.586,0.58,0.5,0.6,0.7727238944861975,1.2,5.6,4.311357239911076,1.893619572210664,0.6935375757905454,0.5,0.875881904510252,2.6,5.611275243490956,5.181823904250285
Bradley Beal,27,71.55655830748971,60,35.8,11.2,23.0,0.4630275323225295,2.684750738360458,6.2,0.349,9.0,16.8,0.535,0.532,6.8,7.7,0.8181030044685569,1.2,3.5,4.521101292901183,5.509461645722767,1.3023244132206326,0.4,2.9682982719005406,2.3,26.923371707039585,11.247475796602094
Thomas Bryant,23,69.94934026645521,10,27.1,5.9,9.1,0.508428644475741,1.183026105969977,2.1,0.429,5.0,7.0,0.714,0.698,1.6,2.4,0.7322962037270482,1.8,4.3,4.812761415956278,1.2692481403866522,0.3804270106722309,0.8,0.775710564596107,3.1,9.95353545794189,3.0559652660632235
Robin Lopez,32,68.24628910942191,9,19.1,3.8,6.0,0.5270870609686645,0.2670950670801647,0.3,0.278,3.7,5.7,0.649,0.639,1.4,1.9,0.6498412076874387,2.0,1.8,3.418102071387869,1.1599578345780293,0.1658918622597891,0.6,1.2711510816488685,1.5,8.341991758692513,0.2101272716138407
Raul Neto,28,45.06626417049691,22,21.9,3.3,7.0,0.4571877687968055,0.5417737667700412,2.6,0.39,2.3,4.4,0.512,0.539,1.2,1.3,0.8151567217171573,0.4,2.0,1.3287669219310132,2.038756964181476,0.375881904510252,0.1,0.8999999999999999,1.7,5.0235077025419335,1.5122861151160158
