PLAYER,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VALUE
Anderson Varejão,38,30.196345177451995,0,7.2,0.8,3.2,0.4265724715572574,0.0,0.2,0.0,0.8,3.0,0.267,0.25,1.0,1.8,0.6900120289649138,1.4,2.6,3.2655652004643274,0.8247585301093074,0.3604905631070995,0.4,0.7064023408659627,0.6,3.793443907251315,-4.047782571775484
Trey Burke,28,42.25057729974516,1,14.7,2.4,5.7,0.4580978402847101,0.979394306852163,2.6,0.354,1.5,3.0,0.492,0.51,0.8,0.9,0.7680724640890059,0.2,0.7,1.7070769964168664,3.108582433858881,0.5651108017703866,0.1,0.8513192784549728,1.0,9.885536661290592,-0.5323744202112124
Willie Cauley-Stein,27,67.79163533290905,16,17.1,2.2,3.4,0.5509338697473065,0.0,0.2,0.091,2.2,3.2,0.667,0.635,0.9,1.5,0.6016893434163774,1.2,3.2,6.982417433310613,1.9536395661793744,1.0536549572942056,0.8,1.0285334728999451,2.4,10.174582704600816,-0.07527917214322954
Dorian Finney-Smith,27,62.35176602914712,60,32.0,3.7,7.8,0.4336616710471451,1.2506426006202471,5.0,0.394,1.7,2.7,0.616,0.6,0.5,0.7,0.7202189325976448,1.6,3.8,4.886546755053395,1.3670950670801647,0.6782063177308847,0.4,0.9658918622597892,2.3,7.949585807564857,4.976702859731116
Tim Hardaway,28,65.57697836702263,31,28.4,5.8,13.0,0.4161886500629239,2.6088888050689145,7.6,0.391,2.9,5.5,0.524,0.56,2.0,2.5,0.8209388037976525,0.3,3.0,3.483014635323647,2.286049297585639,0.7930046775741103,0.2,1.367723319701405,1.6,16.976653611609535,4.907941849848688
Maxi Kleber,29,72.49439395799871,40,26.8,2.3,5.5,0.4650244157179125,1.1882783564014665,4.2,0.41,0.6,1.3,0.46,0.58,0.7,0.7,0.8019880721144226,0.9,4.3,4.537107359253524,1.0111932470708385,0.3923343709701697,0.7,0.7035276180410084,2.1,7.423143298854476,3.006828278321148
Boban Marjanović,32,47.56923450914213,3,8.2,1.9,3.7,0.5781811231794619,0.0676489057453735,0.2,0.125,1.8,3.5,0.535,0.512,0.9,1.2,0.76854608595464,1.4,2.5,4.325497837184437,0.6616776918167826,0.2335388223498513,0.2,0.8610736201828391,0.9,6.694594535804292,-2.4923521665657216
Kristaps Porziņģis,25,56.100896197458326,43,30.9,7.6,15.9,0.4366401384914673,2.102406409640751,6.0,0.376,5.3,9.9,0.536,0.547,2.7,3.2,0.7938181593219201,1.9,7.0,7.95614780926968,1.5229968870894908,0.7341081377402109,1.3,1.7505606042001285,2.7,20.62977097176064,7.572130786020624
Dwight Powell,29,62.02606820487973,19,16.7,2.1,3.3,0.613162520556127,0.3923343709701697,0.4,0.238,2.0,3.0,0.665,0.631,1.7,2.1,0.7153549542818903,1.4,2.7,5.539449353549409,1.4276457135307563,0.7735574912896194,0.5,0.8517638090205041,2.3,9.592234793474798,-0.15037665110208032
Josh Richardson,27,67.41016962057242,56,30.3,4.5,10.5,0.4289253352596091,1.7628750596712242,4.5,0.33,3.0,5.9,0.501,0.498,1.7,1.8,0.8354187460012189,0.9,2.4,3.408786837430087,3.30929765288253,1.1129248484189094,0.4,1.7153312580596607,2.2,14.496191230548131,5.288851471327067
Will Barton,30,58.43094130161039,52,31.0,4.6,10.9,0.4341104557944937,1.7976755867793672,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.7771881204183105,0.7,3.3,5.406626417049691,3.5236072800373046,0.8371249403287758,0.4,1.5723542864692437,1.7,14.016815614290891,4.0955706232799365
PJ Dozier,24,14.643242537519557,6,21.8,3.0,7.1,0.4234858766669136,0.3529670138408797,3.0,0.315,2.0,4.1,0.49,0.483,0.8,1.3,0.0,0.7,2.9,1.869319902805427,1.1918879708625931,0.3111932470708385,0.4,0.4965543783791102,1.7,3.755519835246616,-1.7431136956328803
JaMychal Green,30,61.75271511562438,5,19.3,3.0,6.4,0.4553004490964666,1.189493374804735,3.4,0.399,1.6,3.0,0.534,0.568,0.8,1.0,0.7449811270805722,1.5,3.3,6.746865058773632,0.9410353888741572,0.5886611869058392,0.4,1.183784798021133,2.5,8.528845961064185,1.3465776198277997
Nikola Jokić,25,75.86993155160971,72,34.6,10.2,18.0,0.5152073688921373,1.1623642442187807,3.3,0.388,8.9,14.7,0.606,0.602,4.8,5.5,0.8263232970212252,2.8,8.0,10.316370470039796,6.885261553812901,1.2682162754804218,0.7,3.027645713530756,2.7,19.63056293862395,11.911224989346215
Paul Millsap,35,54.34519375697284,36,20.8,3.4,7.2,0.4783409055666495,0.9735574912896195,2.6,0.343,2.5,4.6,0.55,0.537,1.3,1.8,0.7567020428235148,1.4,3.3,6.380448734531399,2.025849696837819,1.0264425087103808,0.6,1.520590477448739,2.0,12.664624242094543,1.8046471064883018
Monte Morris,25,59.18706555379543,13,25.4,4.0,8.2,0.5207624054503474,0.7511534160726904,2.9,0.381,2.9,5.4,0.534,0.547,1.2,1.6,0.8668810734454178,0.2,1.8,1.7811235428240793,3.244690991863236,0.8823443287197067,0.3,0.5694194803007973,1.0,8.10278248544732,2.3647513772233566
Jamal Murray,23,69.76328304617827,48,35.5,7.9,16.5,0.4483135490548725,1.9582262332299587,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.8755326574632699,0.8,3.3,3.9958619890111775,4.462346663143528,1.0076656290298305,0.3,2.1417737667700414,2.0,17.963549867963902,8.408441948033223
Wayne Ellington,33,51.6868025666325,31,22.0,3.2,7.3,0.3819912686215075,2.1768610331468983,6.0,0.422,0.7,1.4,0.524,0.612,0.6,0.8,0.8427095476986595,0.3,1.6,2.1113278796839507,1.205821989589895,0.6950225064336394,0.2,0.6364025092890976,1.3,8.345470537134272,3.002055661652925
Jerami Grant,26,76.48154194559376,54,33.9,7.4,17.3,0.4982278605997963,1.1588190451025204,6.1,0.35,5.3,11.2,0.473,0.491,5.4,6.4,0.7182681732866047,0.6,4.0,4.176310723542577,1.0111932470708385,0.6617538512709672,1.1,0.8176556712802933,2.3,11.677478766212449,7.157476986037702
Josh Jackson,23,54.70659103128156,25,25.2,4.8,11.4,0.425243640847501,0.8935375757905453,4.1,0.3,3.5,7.3,0.487,0.473,2.6,3.5,0.6741906970321051,0.9,3.2,3.863403456198919,1.814638868691728,0.8823443287197067,0.8,1.7516818126003857,2.9,10.841545358584936,2.7577919438598215
Rodney McGruder,29,50.24593748791688,2,12.1,2.3,4.4,0.4226175976022711,0.7693374838806787,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.6003665881775924,0.5,0.9,2.7899103802541667,1.0475438016115637,0.475881904510252,0.1,0.5564126354617694,0.8,5.2007756416445305,-1.1831327837715868
Jahlil Okafor,25,39.408998034866194,2,12.9,2.3,3.8,0.5933810695028082,0.0,0.3,0.222,2.3,3.4,0.656,0.627,0.6,0.9,0.6579729251819999,0.9,1.6,4.084568985036901,0.8382372684873726,0.2082673211440524,0.2,1.0326406449519534,1.4,7.699982418924748,-3.1574817835861735
Mason Plumlee,30,71.29806133911151,56,26.8,4.2,6.8,0.6041196763285889,0.0,0.1,0.0,4.2,6.7,0.626,0.614,2.0,3.0,0.5252971822853489,2.6,6.7,5.657533843862027,2.525832115762567,0.6505606042001285,0.9,1.3923343709701697,3.3,7.380530730951517,3.616581627478425
Kent Bazemore,31,66.93537575790545,18,19.9,2.6,5.9,0.3942316340551869,1.399864514721231,2.7,0.408,1.5,3.1,0.486,0.545,0.8,1.2,0.7524147578234229,0.4,3.0,4.055877693681165,2.1980952424576183,1.2536308956473436,0.5,1.7468975008803511,2.4,10.736497930610856,1.6314981225248122
Marquese Chriss,23,56.67805037523349,0,13.5,2.5,7.0,0.4587803605864919,0.3759103566823859,2.5,0.2,2.0,4.5,0.444,0.393,1.0,2.0,0.7256185134019637,1.5,5.0,5.044416974622408,1.2623847407702613,0.602434861812885,1.0,1.1991122399292715,1.5,7.19125291003059,-0.7177994927731373
Stephen Curry,32,37.92353207901901,63,34.2,10.4,21.7,0.4483055252236131,3.755045437801156,12.7,0.421,5.1,9.0,0.569,0.605,5.7,6.3,0.952295868861322,0.5,5.0,5.209990042250463,6.001895594188308,1.2470329861591205,0.1,3.0153312580596605,1.9,24.36764230053959,13.35303885579208
Draymond Green,30,57.356757462480445,63,31.5,2.7,6.0,0.4237773192028543,0.8382461487290329,2.0,0.27,2.2,4.0,0.535,0.492,1.1,1.4,0.7400064429924184,0.9,6.3,6.91284285199879,6.704056014568702,1.3999999999999997,0.8,2.54703298615912,3.1,8.518894038251172,5.496285724834996
Damion Lee,28,35.00146411764985,1,18.9,2.2,4.8,0.4230153244635732,1.2242000919098666,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.8424356387450684,0.4,2.8,3.862627814554388,1.7225680680571662,0.8677054600279784,0.1,0.9042200074089404,1.6,9.557203346468592,1.6983437792298854
Kevon Looney,24,51.55920656941057,34,19.0,1.8,3.2,0.5063705387629072,0.0417737667700411,0.3,0.235,1.7,3.0,0.578,0.558,0.5,0.8,0.6558762438063405,1.9,3.4,3.948054617064007,1.0740683067420629,0.575881904510252,0.4,0.575881904510252,2.2,4.533844567404604,0.5077042040528053
Kelly Oubre,25,66.46358177866439,50,30.7,5.8,13.2,0.4391651790972695,1.71642352524746,5.2,0.316,4.1,8.0,0.519,0.501,2.2,3.2,0.784480016017968,1.5,4.5,5.358457598253501,1.3327361128623434,1.1900773299328424,0.8,1.391169597120642,2.2,15.8484927611786,5.1879923022197385
Gary Payton II,28,18.68479845816029,0,4.0,1.0,1.3,0.482526716414048,0.3407251539226608,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.0,0.2,0.9,1.8729579251321216,1.3811088135949765,0.8844818396629894,0.1,0.4786298084013485,0.8,3.609477800874945,-2.235172377603714
Andrew Wiggins,25,67.23361290776948,71,33.3,7.1,14.9,0.4337603150333546,1.7559911132295944,5.2,0.38,5.1,9.7,0.529,0.543,2.4,3.4,0.6873197086913081,1.2,3.7,4.814924329427784,2.871411664509523,0.9544951508730126,1.0,2.0652741725118258,2.2,19.52130781068584,5.489082102924465
Sterling Brown,25,54.52885017420761,14,24.1,2.9,6.6,0.4100558971678251,0.785871946760715,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.7805696201030788,0.7,3.6,3.1806127273716363,1.015842073512104,0.5317837245195782,0.2,0.7276457135307562,1.9,5.278106740235514,2.788918140780588
Bruno Caboclo,25,27.02306832145381,0,6.0,1.3,2.8,0.4003759600764618,0.6324963717660822,0.8,0.0,1.3,2.0,0.667,0.471,0.2,0.3,0.905230153799416,0.5,1.8,2.8466147554292363,0.7786052093085071,0.4167362946740969,0.3,0.6366028227783247,1.0,4.601177335580606,-1.9053060811287512
Eric Gordon,32,54.8735755884843,13,29.2,5.9,13.6,0.3968729314350356,2.991131166149794,7.8,0.329,3.3,5.8,0.573,0.527,3.5,4.2,0.7821691644764275,0.3,1.9,2.1888067529291613,1.805259219389079,0.6,0.5,1.402934806168446,1.6,15.882197916954722,4.5660685333862645
Danuel House,27,45.166808746450215,23,25.9,3.1,7.6,0.4426726031577687,1.652356620893066,4.3,0.346,1.6,3.2,0.483,0.504,1.1,1.8,0.8022903049226663,0.5,3.2,3.7782883141510033,1.1494393957998716,0.7024064096407513,0.4,0.8035276180410083,1.9,9.184204760757511,1.1044928961257252
David Nwaba,28,42.632570444339336,9,22.6,3.5,7.3,0.496985963843324,0.4935375757905453,2.1,0.27,3.0,5.2,0.574,0.525,1.6,2.3,0.6692220492022618,1.3,2.6,3.1858075314158483,0.9040560145687034,0.6823443287197067,0.7,0.6370429439086573,2.0,6.294594368845936,0.7687551375244315
Justin Patton,23,3.353113425605865,6,19.0,2.2,5.4,0.3852348184659075,0.0835475335400823,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.0,1.1,2.7,1.0999004225046296,0.5081764444822736,0.4799379190789554,1.1,0.1670950670801647,2.6,1.814128053239285,-1.0268408547467462
John Wall,30,46.16405632190302,40,32.2,7.3,18.2,0.4375023136266316,1.4453013848110494,6.2,0.317,5.4,11.9,0.449,0.458,4.0,5.3,0.7319741792539989,0.4,2.8,3.778816710678698,9.489335149456856,1.5864823397085286,0.8,3.906462424209455,1.2,20.835428501131208,7.723345998581154
Christian Wood,25,36.19779673653705,41,32.3,8.0,15.6,0.5395782518851847,0.5221416341027031,5.0,0.374,6.1,10.6,0.581,0.574,3.0,4.8,0.7391602182537765,1.9,7.8,4.505556355437259,0.61215159185224,0.3740472113675677,1.2,0.9815367082214996,2.1,8.910674137584392,5.272042066688764
Malcolm Brogdon,28,55.963728044636206,56,34.5,7.9,17.5,0.4721879571661228,1.444098179990674,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.9018671200375012,1.0,4.2,4.37767792120319,4.8291769040316055,0.7064624242094546,0.3,1.817737667700412,2.0,15.348893418196925,8.487966432798375
Justin Holiday,31,75.8285514417215,52,30.3,3.6,8.7,0.4004936907785714,1.96801628063358,6.3,0.382,1.2,2.4,0.494,0.551,0.9,1.2,0.829914009671945,0.4,3.1,3.679298835459293,1.653502583036537,1.270719165544009,0.6,0.9917774224374188,1.9,9.981833790600849,5.210935850130735
Jeremy Lamb,28,65.45583792078388,8,21.3,3.3,7.7,0.4486951905779616,1.3023244132206326,3.6,0.406,1.9,4.1,0.459,0.529,2.0,2.1,0.8597657554973466,0.7,2.9,4.661061461903034,2.182344328719706,1.0694194803007977,0.6,1.090009957749537,2.0,13.551500238684898,3.408464153905893
T.J. McConnell,28,73.91131166149793,3,26.0,4.0,7.1,0.5149696561633618,0.2064624242094546,0.7,0.313,3.8,6.4,0.586,0.574,0.5,0.7,0.8071221362211923,0.8,2.9,2.6359217355084,4.213088841259147,0.9646886574394136,0.3,1.355901820009326,1.6,6.417655671280293,2.926990888817306
Doug McDermott,29,74.62282247798663,29,24.5,5.4,10.1,0.4822588143347755,1.4487800931603003,4.3,0.388,3.7,5.7,0.641,0.616,1.2,1.5,0.8092675034383042,0.9,2.4,2.108434000265876,0.99903075533597,0.2077416108979437,0.1,0.5813750840556767,1.8,8.668443903774474,3.045510581849733
Domantas Sabonis,24,68.98714798759505,62,36.0,7.8,14.6,0.550783364042771,0.2076656290298302,2.6,0.321,7.0,12.0,0.582,0.564,3.9,5.3,0.7267832347630149,2.4,9.5,10.20909724203531,3.560186242763133,0.6594294380503345,0.5,2.336514547380962,3.3,15.335093350638113,6.736520087590778
JaKarr Sampson,27,20.87338721916698,4,10.9,1.9,3.9,0.5610049197852072,0.5334157483722786,0.5,0.2,1.8,3.4,0.541,0.509,0.7,1.0,0.7056450368628073,0.9,1.7,4.658902297379119,0.6881963599813476,0.6464225932113065,0.5,0.6046488264412653,1.8,9.876771307482224,-3.2563220846295398
Edmond Sumner,25,21.03592033385875,24,16.2,2.8,5.3,0.5381401458349818,0.3111932470708385,1.7,0.398,2.1,3.7,0.582,0.587,1.3,1.6,0.0,0.3,1.4,1.2088688338502058,0.8883603528215849,0.3794095225512603,0.2,0.4288489183511318,1.7,3.518412475993092,-3.130816215361448
Myles Turner,24,66.81651939351774,47,31.0,4.4,9.2,0.4725384223298078,1.1429769715904168,4.4,0.335,2.9,4.8,0.606,0.557,2.4,3.0,0.7521544841663027,1.3,5.2,6.756412635461769,1.3605506464505916,0.7099900422504628,3.4,1.424118095489748,3.5,12.654006225821018,5.038392955075427
T.J. Warren,27,58.331685032554425,4,29.3,6.8,12.8,0.5097810548437903,1.2711335005736164,1.8,0.0,6.8,11.0,0.614,0.529,2.0,2.5,0.8026824552867478,0.5,3.0,4.348846583927309,1.451763809020504,1.151763809020504,0.0,1.2658918622597888,4.0,19.137817329696706,2.030737840989161
Nicolas Batum,32,50.20691310800589,38,27.4,2.9,6.1,0.3981139491377453,1.0999180035798817,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.871420665903,0.7,4.0,4.81111125065072,3.7052768004643295,0.8823443287197067,0.6,1.4458297813387446,1.5,7.473611490371855,4.805819493526434
Patrick Beverley,32,50.56195899395777,34,22.5,2.5,5.9,0.4160609802052199,1.6764922974580658,3.8,0.397,1.0,2.1,0.468,0.55,1.0,1.2,0.7404834418914397,0.8,2.4,4.866484674132351,3.499389607052186,1.1764922974580658,0.8,1.4729646794170572,2.9,8.834753692838527,2.9175165542255215
Paul George,30,65.36796954648301,54,33.7,8.2,17.6,0.4364882900285206,3.422304497721558,7.7,0.411,5.1,9.9,0.51,0.557,3.7,4.2,0.8503562174716579,0.8,5.8,6.552703443505272,3.8235077025419337,1.8175736748601743,0.4,2.6582262332299584,2.4,23.813501335072697,10.144915077046297
Serge Ibaka,31,66.54534622348713,39,23.3,4.5,8.9,0.5108041357238089,1.1194692690484829,2.8,0.339,3.6,6.1,0.588,0.563,1.0,1.3,0.7524019574199957,1.8,4.9,7.707648047954577,1.2211832893213015,0.4417737667700412,1.1,1.636514547380962,1.9,14.588260775326216,2.094928281320941
Reggie Jackson,30,51.771683616072266,43,23.0,3.9,8.7,0.4178563672058086,1.7643535445998937,4.2,0.433,2.1,4.5,0.465,0.554,1.0,1.2,0.8467570762739491,0.4,2.5,2.7964656859699644,4.406007252391039,0.5653835536991753,0.1,1.812924848418909,1.9,13.761143889493171,2.9875008559950498
Luke Kennard,24,50.79099117946038,17,19.6,3.1,6.6,0.440876855445289,1.9312553279918832,3.6,0.446,1.5,3.0,0.511,0.597,0.4,0.5,0.8643934852019756,0.2,2.3,3.030052123171507,2.736678540221199,0.4482361909794958,0.1,1.150642600620247,1.4,11.741719767687805,1.0729075441776654
Kawhi Leonard,29,46.446558297127325,52,34.1,8.9,17.5,0.4783857539026598,1.856494631881888,4.9,0.398,7.0,12.6,0.557,0.568,5.0,5.7,0.8582027290803088,1.1,5.4,6.589381983726471,3.727199313423179,1.848236190979496,0.4,2.202406409640751,1.6,24.30058690291642,9.893939662458278
Marcus Morris,31,64.50461026704758,29,26.4,4.8,10.2,0.4380207835781459,1.995414551042696,5.2,0.473,2.4,5.1,0.472,0.592,1.3,1.6,0.823825930639272,0.6,3.5,5.472335667533087,1.4099900422504628,0.67074589533636,0.3,1.3576622810353167,2.1,14.992594790069486,3.44560637173719
Patrick Patterson,31,65.91148747225046,5,15.3,1.9,4.3,0.3939914236193534,0.8912131625699126,2.9,0.357,0.8,1.4,0.604,0.558,0.3,0.4,0.7657704041644772,0.5,1.5,2.4494393957998715,0.6317837245195782,0.2888067529291613,0.2,0.3658918622597891,1.2,4.215413254479778,0.06844361646289521
Ivica Zubac,23,60.57169440174568,33,22.3,3.6,5.5,0.5667539229837592,0.0,0.1,0.25,3.6,5.4,0.656,0.654,1.9,2.4,0.7684967286299201,2.6,4.6,5.924615759698545,0.982300042698736,0.2109839765604068,0.9,0.8801029035684164,2.6,7.394060225853869,2.398810672440682
Kentavious Caldwell-Pope,27,74.63996268071482,67,28.4,3.3,7.6,0.4444915698853253,1.6634854526190377,4.4,0.41,1.5,3.2,0.46,0.549,1.4,1.7,0.8097560200895587,0.4,2.3,3.1205260621038726,1.6423841597178548,0.9788167106786984,0.4,0.9623642442187808,1.7,11.005112807624092,3.4749481841277348
Alex Caruso,26,44.18594049908581,6,21.0,2.3,5.3,0.4278381235973216,0.6881963599813476,2.4,0.401,1.3,2.9,0.464,0.526,0.8,1.3,0.7472879743098185,0.5,2.4,2.148747006431939,2.3334157483722784,0.9453013848110494,0.3,1.1793275261311416,1.9,6.303757282082593,0.7931448783236519
Anthony Davis,27,63.088864149254576,36,32.3,8.4,17.0,0.5152517488854513,0.9770851093306276,2.8,0.26,7.6,14.3,0.536,0.512,4.4,5.9,0.8239225111869356,1.7,6.2,10.655045437801157,3.221694104773745,1.534108137740211,1.6,2.257105024829701,1.7,26.51414563431453,6.2443913388819805
Jared Dudley,35,50.498682148321954,0,6.8,0.2,0.8,0.4061566049959661,0.6187768796805504,0.5,0.333,0.0,0.3,0.0,0.333,0.0,0.0,0.8410808225982361,0.3,1.4,1.8704586922809356,1.1140460568191664,0.4505606042001284,0.1,0.467013070660046,0.6,3.0696843064928845,-5.008602755955589
Marc Gasol,36,62.9320959011007,42,19.1,1.7,3.7,0.4315880771322671,1.326217013451005,2.3,0.41,0.7,1.4,0.528,0.582,0.7,1.0,0.7675600872484296,0.7,3.4,7.294103625765507,3.9047730833407615,0.8557553916234041,1.1,1.8548228720884463,2.2,11.89544199565598,1.2820496395166714
Montrezl Harrell,27,72.6158985843073,1,22.9,5.4,8.7,0.6052028007284351,0.0,0.1,0.0,5.4,8.6,0.632,0.622,2.6,3.7,0.645165988782249,2.3,3.9,6.147690213376549,1.633497744792397,0.6782063177308847,0.7,1.4729470983418058,1.9,16.08486198797494,1.5306685394367978
LeBron James,36,66.52473779463689,45,33.4,9.4,18.3,0.5106162502058122,2.0353113425605867,6.3,0.365,7.1,12.0,0.591,0.576,4.0,5.7,0.6926145977188451,0.6,7.0,8.231701728099459,9.286646332548765,1.2823443287197065,0.6,3.8700298732486105,1.6,26.54686899331888,7.421208764178056
Kyle Kuzma,25,67.92862767497864,32,28.7,4.9,11.1,0.4461981609166069,1.7052592193890788,5.6,0.361,2.9,5.5,0.525,0.533,1.0,1.4,0.7340453166787064,1.6,4.5,5.275207096217571,1.82988813033127,0.5582262332299588,0.6,1.7087868374300872,1.8,15.608277277834128,3.988180697402843
Wesley Matthews,34,66.71743893521429,10,19.5,1.5,4.3,0.3990247900132402,1.9961106278488048,3.4,0.335,0.4,0.9,0.418,0.484,0.6,0.7,0.796449918312632,0.3,1.3,2.625430060302716,2.033855143622616,0.8213283026447583,0.3,1.0046177075888238,1.4,10.31198942662906,0.013448910314327378
Alfonzo McKinnie,28,44.64389924953302,0,6.6,1.2,2.4,0.4730300638632593,0.4199800845009259,1.0,0.41,0.8,1.4,0.593,0.602,0.3,0.5,0.6494902564612983,0.6,0.8,2.449932630177063,0.3276457135307562,0.3770851093306276,0.0,0.4770851093306277,0.7,3.886447177558025,-3.0338223318555855
Markieff Morris,31,61.61771432346219,27,19.7,2.5,6.2,0.446121433491406,1.2635000612332872,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.8006167673510817,0.8,3.6,4.465243756925316,1.498600210131452,0.633950258356064,0.3,1.279651109995833,1.7,10.010696145964518,0.9276712223539558
Dennis Schröder,27,70.25750119342447,61,32.1,5.4,12.5,0.4422815527312671,1.604730822861384,3.5,0.335,4.3,9.0,0.476,0.484,3.4,4.0,0.8345901820009326,0.5,3.0,3.47940952255126,4.564706238514665,0.8305805196992024,0.2,2.487685544528905,2.6,17.860913794281565,4.8920959624301705
Kyle Anderson,27,79.07324715373764,69,27.3,4.5,9.5,0.5002154272126969,0.4183533123039714,3.8,0.36,3.1,5.8,0.539,0.54,2.1,2.7,0.6522529590060858,0.8,5.0,4.658767646343635,2.467926377837132,1.0036032434452784,0.8,1.07628964789064,1.7,6.810886406071254,4.814056350690732
Dillon Brooks,25,56.41115283696132,67,29.8,6.4,15.4,0.4132535646246063,1.373639487709738,5.6,0.344,4.5,9.8,0.461,0.481,2.4,2.9,0.7677068584460955,0.8,2.1,2.706033605177129,1.5701118696687295,0.7976755867793673,0.4,1.4471149825792389,3.5,11.97845105113476,5.131062002969106
Tim Frazier,30,45.63239463358681,0,12.4,0.6,4.0,0.400613577902902,0.4579726766985562,1.6,0.0,0.6,2.4,0.25,0.15,0.4,1.2,0.7770224673798608,0.0,1.6,1.9278532649499969,3.65452804672689,0.5654170381153026,0.2,1.227645713530756,1.4,4.0229895840257,-4.860677446346243
Tyus Jones,24,70.12332036546347,9,17.5,2.5,5.9,0.4435100574845121,0.6176556712802932,2.0,0.321,1.9,3.9,0.487,0.485,0.6,0.6,0.8079087476062681,0.3,1.7,1.7364325509608436,4.150543023124876,1.0746786996898765,0.1,0.7417737667700411,0.4,6.674743115034742,2.1326950412939887
Jonas Valančiūnas,28,64.52555775883805,61,28.3,7.1,12.0,0.5730787938388018,0.4076656290298303,0.9,0.368,6.8,11.1,0.611,0.606,2.5,3.3,0.778123414672561,4.1,8.4,9.713273929473878,1.5587892495786506,0.3867743955701223,0.9,1.7422634868479894,2.9,14.592148921202432,5.989048888211668
Justise Winslow,24,43.50679018627231,1,19.5,2.8,8.1,0.4120311763594041,0.8893175683816047,2.1,0.185,2.5,6.0,0.41,0.376,0.8,1.3,0.6459800357245984,0.7,3.8,5.901285201240494,3.66819869440517,0.8187768796805502,0.5,1.934700949612773,1.8,10.899272448481565,-0.33418255138477093
Bam Adebayo,23,74.68727090932866,64,33.5,7.1,12.5,0.5526274032002535,0.0,0.1,0.25,7.1,12.4,0.573,0.571,4.4,5.5,0.713243009252617,2.2,6.7,8.07731351751573,3.2426125679029587,0.8870751515810907,1.0,1.922468490561796,2.3,11.341801764107924,6.583302200475439
Trevor Ariza,35,61.83383540699844,27,28.0,3.3,8.0,0.4167975074452726,1.907488969824172,4.8,0.35,1.6,3.3,0.5,0.515,1.1,1.5,0.8521084775242138,0.9,3.9,4.862181538178084,2.352324800907857,1.3518968942321477,0.6,1.1679940063436691,1.8,10.425285738685137,4.611939449411885
Jimmy Butler,31,60.62875059671224,52,33.6,7.0,14.2,0.4628707641296083,0.8472384658385692,2.0,0.245,6.6,12.2,0.538,0.514,6.9,8.0,0.8471193562578176,1.8,5.1,5.87958532897439,5.068280412227114,1.8797206258166133,0.3,1.8595232480533457,1.4,20.03754743467239,10.505955423950438
Dewayne Dedmon,31,55.1628847361968,0,13.1,2.9,4.1,0.4602991432360757,0.841421773230018,0.3,0.2,2.8,3.8,0.75,0.715,1.3,1.7,0.8310406643083132,1.8,3.6,6.823657696713229,1.0348625414961825,0.7439573825746646,0.4,1.3279157106506607,2.3,8.510771667258132,1.733124325652474
Goran Dragić,34,55.01402359811116,11,26.7,4.8,11.1,0.4336203500268182,1.7847507383604582,4.9,0.373,3.0,6.2,0.479,0.514,2.0,2.4,0.7840760121368496,0.5,2.9,3.38295472166752,4.925321300310123,0.7582262332299587,0.2,2.21533125805966,2.3,15.612595606881952,3.888393888772203
Udonis Haslem,40,8.458297813387444,0,3.0,2.0,2.0,0.313872800697348,0.1494393957998714,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.6897047612756302,0.0,1.0,2.7606970582155768,0.290009957749537,0.0,0.0,0.2517638090205041,0.0,2.2506250195449957,1.060571406606428
Andre Iguodala,37,47.40160579849073,5,21.3,1.5,3.9,0.4626701432651652,0.6517638090205041,2.9,0.33,0.6,1.0,0.53,0.504,0.4,0.6,0.518030792223399,0.6,2.9,3.724118095489748,2.8899279613294184,0.7923343709701696,0.6,1.0153312580596607,1.4,5.31284285199879,0.15679827351642395
Meyers Leonard,28,50.06955658586646,2,9.7,1.0,2.3,0.5408145869331717,0.7629570560913428,2.3,0.429,0.0,0.0,0.0,0.643,0.3,0.7,0.7534229425874807,0.0,2.3,3.933051344684821,0.9893995648017234,0.2417737667700411,0.0,0.6453013848110495,1.7,5.380595146296384,-4.77293345771659
Giannis Antetokounmpo,26,68.96390385538874,61,33.0,10.3,18.0,0.5557386915175132,0.9682982719005404,3.6,0.303,9.2,14.4,0.636,0.6,6.5,9.5,0.6963737935025823,1.6,9.4,12.356559047226757,5.509379649302649,1.222914890669372,1.2,3.5311733315717646,2.8,28.258983037942752,5.351768686737591
Pat Connaughton,28,68.57122605904952,4,22.8,2.4,5.6,0.4510341045947038,0.9264425087103806,3.9,0.371,1.0,1.7,0.583,0.565,0.4,0.6,0.7738638741531281,0.9,3.9,3.6694018992255457,1.615842073512104,0.4099900422504629,0.3,0.6253213003101236,1.4,5.911622066103163,2.1595272662810867
